ProdutoID;Nome;Descrição;Preço;Estoque;CategoriaID;FornecedorID
1923;Produto 1923;capa para celular 1923;119.28;237;9;2
1924;Produto 1924;capa para celular 1924;843.82;55;6;3
1925;Produto 1925;capa para celular 1925;279.03;315;1;4
1926;Produto 1926;capa para celular 1926;177.83;100;3;4
1927;Produto 1927;capa para celular 1927;241.94;479;6;1
1928;Produto 1928;capa para celular 1928;751.26;214;5;1
1929;Produto 1929;capa para celular 1929;954.91;350;1;3
1930;Produto 1930;capa para celular 1930;955.64;168;9;4
1931;Produto 1931;capa para celular 1931;85.43;373;9;4
1932;Produto 1932;capa para celular 1932;375.12;249;1;3
1933;Produto 1933;capa para celular 1933;24.79;65;5;4
1934;Produto 1934;capa para celular 1934;447.78;478;8;1
1935;Produto 1935;capa para celular 1935;972.18;146;5;4
1936;Produto 1936;capa para celular 1936;170.24;376;10;2
1937;Produto 1937;capa para celular 1937;584.32;146;5;5
1938;Produto 1938;capa para celular 1938;900.2;413;10;3
1939;Produto 1939;capa para celular 1939;133.55;88;5;1
1940;Produto 1940;capa para celular 1940;756.03;26;1;4
1941;Produto 1941;capa para celular 1941;962.55;462;10;3
1942;Produto 1942;capa para celular 1942;740.92;29;9;5
1943;Produto 1943;capa para celular 1943;955.78;381;5;5
1944;Produto 1944;capa para celular 1944;65.18;46;7;5
1945;Produto 1945;capa para celular 1945;47.23;70;6;1
1946;Produto 1946;capa para celular 1946;310.49;62;6;2
1947;Produto 1947;capa para celular 1947;932.52;119;6;2
1948;Produto 1948;capa para celular 1948;790.38;78;10;3
1949;Produto 1949;capa para celular 1949;865.44;126;9;5
1950;Produto 1950;capa para celular 1950;805.47;272;2;4
1951;Produto 1951;capa para celular 1951;576.12;441;1;3
1952;Produto 1952;capa para celular 1952;416.81;260;6;3
1953;Produto 1953;capa para celular 1953;351.44;489;1;5
1954;Produto 1954;capa para celular 1954;641.24;97;7;4
1955;Produto 1955;capa para celular 1955;752.0;496;10;2
1956;Produto 1956;capa para celular 1956;265.31;303;3;4
1957;Produto 1957;capa para celular 1957;400.78;422;1;4
1958;Produto 1958;capa para celular 1958;876.45;53;10;2
1959;Produto 1959;capa para celular 1959;983.05;199;7;2
1960;Produto 1960;capa para celular 1960;576.95;42;3;4
1961;Produto 1961;capa para celular 1961;603.4;393;6;3
1962;Produto 1962;capa para celular 1962;454.06;389;3;1
1963;Produto 1963;capa para celular 1963;705.62;141;1;5
1964;Produto 1964;capa para celular 1964;998.73;176;4;5
1965;Produto 1965;capa para celular 1965;233.93;348;5;2
1966;Produto 1966;capa para celular 1966;796.0;180;4;4
1967;Produto 1967;capa para celular 1967;303.64;304;10;4
1968;Produto 1968;capa para celular 1968;578.71;31;6;1
1969;Produto 1969;capa para celular 1969;145.31;358;6;3
1970;Produto 1970;capa para celular 1970;982.61;444;4;3
1971;Produto 1971;capa para celular 1971;848.3;290;10;4
1972;Produto 1972;capa para celular 1972;839.89;309;1;1
1973;Produto 1973;capa para celular 1973;670.46;4;2;1
1974;Produto 1974;capa para celular 1974;908.5;318;5;5
1975;Produto 1975;capa para celular 1975;258.8;164;10;5
1976;Produto 1976;capa para celular 1976;99.74;498;7;5
1977;Produto 1977;capa para celular 1977;420.7;148;1;1
1978;Produto 1978;capa para celular 1978;237.59;49;8;3
1979;Produto 1979;capa para celular 1979;270.6;27;1;3
1980;Produto 1980;capa para celular 1980;234.84;97;2;1
1981;Produto 1981;capa para celular 1981;222.05;46;8;2
1982;Produto 1982;capa para celular 1982;100.33;325;1;1
1983;Produto 1983;capa para celular 1983;474.55;66;4;4
1984;Produto 1984;capa para celular 1984;703.94;391;5;3
1985;Produto 1985;capa para celular 1985;64.32;291;7;4
1986;Produto 1986;capa para celular 1986;419.59;400;4;3
1987;Produto 1987;capa para celular 1987;763.37;250;4;2
1988;Produto 1988;capa para celular 1988;265.65;83;8;4
1989;Produto 1989;capa para celular 1989;96.54;247;9;1
1990;Produto 1990;capa para celular 1990;452.64;460;1;2
1991;Produto 1991;capa para celular 1991;801.72;44;1;2
1992;Produto 1992;capa para celular 1992;247.36;275;9;4
1993;Produto 1993;capa para celular 1993;500.35;76;5;3
1994;Produto 1994;capa para celular 1994;647.38;214;9;2
1995;Produto 1995;capa para celular 1995;587.35;208;4;5
1996;Produto 1996;capa para celular 1996;279.71;361;5;1
1997;Produto 1997;capa para celular 1997;426.57;248;4;4
1998;Produto 1998;capa para celular 1998;877.85;279;10;1
1999;Produto 1999;capa para celular 1999;494.41;385;5;3
2000;Produto 2000;capa para celular 2000;611.77;377;4;2
2001;Produto 2001;capa para celular 2001;236.25;229;4;1
2002;Produto 2002;capa para celular 2002;307.29;462;1;4
2003;Produto 2003;capa para celular 2003;763.36;393;1;3
2004;Produto 2004;capa para celular 2004;279.96;466;6;5
2005;Produto 2005;capa para celular 2005;906.48;379;2;5
2006;Produto 2006;capa para celular 2006;332.91;345;3;3
2007;Produto 2007;capa para celular 2007;609.82;213;2;1
2008;Produto 2008;capa para celular 2008;617.52;194;1;4
2009;Produto 2009;capa para celular 2009;784.03;20;4;2
2010;Produto 2010;capa para celular 2010;165.86;243;8;5
2011;Produto 2011;capa para celular 2011;823.29;165;9;4
2012;Produto 2012;capa para celular 2012;257.42;200;4;2
2013;Produto 2013;capa para celular 2013;263.4;481;2;5
2014;Produto 2014;capa para celular 2014;241.81;453;1;3
2015;Produto 2015;capa para celular 2015;260.78;279;1;3
2016;Produto 2016;capa para celular 2016;118.27;225;6;1
2017;Produto 2017;capa para celular 2017;445.49;33;9;1
2018;Produto 2018;capa para celular 2018;387.22;178;6;4
2019;Produto 2019;capa para celular 2019;832.12;19;2;5
2020;Produto 2020;capa para celular 2020;495.89;71;9;4
2021;Produto 2021;capa para celular 2021;971.49;375;9;1
2022;Produto 2022;capa para celular 2022;763.89;415;4;2
2023;Produto 2023;capa para celular 2023;704.81;100;8;4
2024;Produto 2024;capa para celular 2024;385.15;125;2;4
2025;Produto 2025;capa para celular 2025;686.02;140;7;4
2026;Produto 2026;capa para celular 2026;591.79;239;5;3
2027;Produto 2027;capa para celular 2027;827.55;25;10;1
2028;Produto 2028;capa para celular 2028;197.24;375;1;4
2029;Produto 2029;capa para celular 2029;515.47;188;9;3
2030;Produto 2030;capa para celular 2030;282.07;301;9;5
2031;Produto 2031;capa para celular 2031;717.29;173;1;3
2032;Produto 2032;capa para celular 2032;386.58;225;10;4
2033;Produto 2033;capa para celular 2033;205.43;359;10;1
2034;Produto 2034;capa para celular 2034;145.86;125;5;4
2035;Produto 2035;capa para celular 2035;119.14;42;7;3
2036;Produto 2036;capa para celular 2036;164.91;334;10;5
2037;Produto 2037;capa para celular 2037;798.3;105;5;3
2038;Produto 2038;capa para celular 2038;594.53;456;4;4
2039;Produto 2039;capa para celular 2039;125.15;191;10;1
2040;Produto 2040;capa para celular 2040;717.93;468;2;5
2041;Produto 2041;capa para celular 2041;276.78;35;2;5
2042;Produto 2042;capa para celular 2042;851.84;428;1;1
2043;Produto 2043;capa para celular 2043;655.38;94;1;2
2044;Produto 2044;capa para celular 2044;812.48;54;5;3
2045;Produto 2045;capa para celular 2045;593.49;191;5;4
2046;Produto 2046;capa para celular 2046;915.12;458;3;1
2047;Produto 2047;capa para celular 2047;836.1;462;8;4
2048;Produto 2048;capa para celular 2048;669.62;487;6;2
2049;Produto 2049;capa para celular 2049;994.22;167;1;5
2050;Produto 2050;capa para celular 2050;978.1;463;4;3
2051;Produto 2051;capa para celular 2051;604.43;185;3;2
2052;Produto 2052;capa para celular 2052;408.95;170;9;5
2053;Produto 2053;capa para celular 2053;12.95;381;6;3
2054;Produto 2054;capa para celular 2054;134.14;292;2;4
2055;Produto 2055;capa para celular 2055;647.02;26;9;2
2056;Produto 2056;capa para celular 2056;319.89;185;7;3
2057;Produto 2057;capa para celular 2057;126.37;311;7;4
2058;Produto 2058;capa para celular 2058;677.67;234;10;1
2059;Produto 2059;capa para celular 2059;635.4;463;10;4
2060;Produto 2060;capa para celular 2060;21.4;212;10;5
2061;Produto 2061;capa para celular 2061;528.51;133;5;3
2062;Produto 2062;capa para celular 2062;38.71;105;2;3
2063;Produto 2063;capa para celular 2063;239.31;262;7;2
2064;Produto 2064;capa para celular 2064;401.07;143;10;5
2065;Produto 2065;capa para celular 2065;160.86;225;7;5
2066;Produto 2066;capa para celular 2066;694.29;466;5;4
2067;Produto 2067;capa para celular 2067;306.96;267;8;5
2068;Produto 2068;capa para celular 2068;224.38;290;6;5
2069;Produto 2069;capa para celular 2069;28.86;113;7;3
2070;Produto 2070;capa para celular 2070;893.39;63;6;4
2071;Produto 2071;capa para celular 2071;15.23;333;1;5
2072;Produto 2072;capa para celular 2072;619.59;59;10;2
2073;Produto 2073;capa para celular 2073;191.89;389;2;2
2074;Produto 2074;capa para celular 2074;466.69;335;7;2
2075;Produto 2075;capa para celular 2075;464.34;478;9;2
2076;Produto 2076;capa para celular 2076;859.68;321;5;2
2077;Produto 2077;capa para celular 2077;298.19;469;5;5
2078;Produto 2078;capa para celular 2078;640.94;347;5;4
2079;Produto 2079;capa para celular 2079;204.21;267;8;2
2080;Produto 2080;capa para celular 2080;34.86;441;10;1
2081;Produto 2081;capa para celular 2081;170.19;120;2;4
2082;Produto 2082;capa para celular 2082;467.72;145;10;3
2083;Produto 2083;capa para celular 2083;924.73;363;2;3
2084;Produto 2084;capa para celular 2084;249.54;256;5;3
2085;Produto 2085;capa para celular 2085;869.63;31;10;5
2086;Produto 2086;capa para celular 2086;587.54;201;3;4
2087;Produto 2087;capa para celular 2087;422.16;227;8;2
2088;Produto 2088;capa para celular 2088;115.78;439;5;3
2089;Produto 2089;capa para celular 2089;870.02;45;4;3
2090;Produto 2090;capa para celular 2090;856.04;311;3;2
2091;Produto 2091;capa para celular 2091;47.73;462;4;4
2092;Produto 2092;capa para celular 2092;388.89;200;7;5
2093;Produto 2093;capa para celular 2093;623.38;320;2;5
2094;Produto 2094;capa para celular 2094;382.75;317;1;5
2095;Produto 2095;capa para celular 2095;824.48;446;5;1
2096;Produto 2096;capa para celular 2096;808.03;422;6;2
2097;Produto 2097;capa para celular 2097;96.05;357;9;3
2098;Produto 2098;capa para celular 2098;712.4;20;2;5
2099;Produto 2099;capa para celular 2099;569.63;440;10;3
2100;Produto 2100;capa para celular 2100;384.11;437;10;4
2101;Produto 2101;capa para celular 2101;266.75;475;8;5
2102;Produto 2102;capa para celular 2102;715.92;29;1;4
2103;Produto 2103;capa para celular 2103;295.07;387;9;4
2104;Produto 2104;capa para celular 2104;817.68;271;5;1
2105;Produto 2105;capa para celular 2105;883.25;478;6;1
2106;Produto 2106;capa para celular 2106;718.92;6;3;3
2107;Produto 2107;capa para celular 2107;259.63;408;1;3
2108;Produto 2108;capa para celular 2108;37.14;367;2;1
2109;Produto 2109;capa para celular 2109;336.7;230;5;3
2110;Produto 2110;capa para celular 2110;440.86;187;7;5
2111;Produto 2111;capa para celular 2111;55.43;476;10;3
2112;Produto 2112;capa para celular 2112;330.02;197;9;5
2113;Produto 2113;capa para celular 2113;11.01;322;6;3
2114;Produto 2114;capa para celular 2114;836.4;482;4;3
2115;Produto 2115;capa para celular 2115;868.76;54;3;3
2116;Produto 2116;capa para celular 2116;758.59;198;6;2
2117;Produto 2117;capa para celular 2117;820.42;369;2;5
2118;Produto 2118;capa para celular 2118;377.03;9;2;5
2119;Produto 2119;capa para celular 2119;169.0;138;6;2
2120;Produto 2120;capa para celular 2120;85.18;42;5;4
2121;Produto 2121;capa para celular 2121;397.12;302;9;4
2122;Produto 2122;capa para celular 2122;841.47;49;9;1
2123;Produto 2123;capa para celular 2123;647.87;337;5;5
2124;Produto 2124;capa para celular 2124;149.59;63;4;5
2125;Produto 2125;capa para celular 2125;397.93;102;7;1
2126;Produto 2126;capa para celular 2126;211.53;471;9;2
2127;Produto 2127;capa para celular 2127;444.46;216;1;2
2128;Produto 2128;capa para celular 2128;156.66;328;8;5
2129;Produto 2129;capa para celular 2129;460.38;73;6;2
2130;Produto 2130;capa para celular 2130;140.36;255;8;5
2131;Produto 2131;capa para celular 2131;79.02;80;8;2
2132;Produto 2132;capa para celular 2132;917.41;134;7;1
2133;Produto 2133;capa para celular 2133;698.55;413;9;3
2134;Produto 2134;capa para celular 2134;977.1;430;4;2
2135;Produto 2135;capa para celular 2135;238.08;492;1;3
2136;Produto 2136;capa para celular 2136;875.93;289;4;3
2137;Produto 2137;capa para celular 2137;618.91;280;3;1
2138;Produto 2138;capa para celular 2138;996.85;175;2;4
2139;Produto 2139;capa para celular 2139;763.4;147;6;5
2140;Produto 2140;capa para celular 2140;541.75;493;6;1
2141;Produto 2141;capa para celular 2141;659.84;1;2;2
2142;Produto 2142;capa para celular 2142;880.6;450;3;1
2143;Produto 2143;capa para celular 2143;214.31;81;2;5
2144;Produto 2144;capa para celular 2144;452.04;110;8;4
2145;Produto 2145;capa para celular 2145;168.34;185;1;3
2146;Produto 2146;capa para celular 2146;213.49;64;4;2
2147;Produto 2147;capa para celular 2147;488.3;385;6;3
2148;Produto 2148;capa para celular 2148;186.3;416;3;1
2149;Produto 2149;capa para celular 2149;409.08;414;8;5
2150;Produto 2150;capa para celular 2150;716.86;256;8;4
2151;Produto 2151;capa para celular 2151;207.09;221;10;4
2152;Produto 2152;capa para celular 2152;441.23;20;6;4
2153;Produto 2153;capa para celular 2153;109.36;46;7;2
2154;Produto 2154;capa para celular 2154;256.38;340;5;5
2155;Produto 2155;capa para celular 2155;373.4;50;3;3
2156;Produto 2156;capa para celular 2156;455.63;228;1;3
2157;Produto 2157;capa para celular 2157;325.89;113;1;4
2158;Produto 2158;capa para celular 2158;293.62;391;5;2
2159;Produto 2159;capa para celular 2159;328.29;194;10;4
2160;Produto 2160;capa para celular 2160;450.31;377;7;4
2161;Produto 2161;capa para celular 2161;923.96;322;6;1
2162;Produto 2162;capa para celular 2162;483.07;254;9;3
2163;Produto 2163;capa para celular 2163;143.89;490;6;2
2164;Produto 2164;capa para celular 2164;596.06;37;8;4
2165;Produto 2165;capa para celular 2165;872.36;66;6;1
2166;Produto 2166;capa para celular 2166;614.36;110;6;2
2167;Produto 2167;capa para celular 2167;830.49;9;3;3
2168;Produto 2168;capa para celular 2168;172.69;422;1;1
2169;Produto 2169;capa para celular 2169;185.22;153;7;5
2170;Produto 2170;capa para celular 2170;203.06;134;8;2
2171;Produto 2171;capa para celular 2171;166.67;66;6;1
2172;Produto 2172;capa para celular 2172;597.61;360;1;5
2173;Produto 2173;capa para celular 2173;122.75;187;5;1
2174;Produto 2174;capa para celular 2174;653.61;210;1;3
2175;Produto 2175;capa para celular 2175;89.23;409;6;2
2176;Produto 2176;capa para celular 2176;177.49;208;3;1
2177;Produto 2177;capa para celular 2177;134.56;26;1;1
2178;Produto 2178;capa para celular 2178;423.15;424;5;2
2179;Produto 2179;capa para celular 2179;578.88;123;4;1
2180;Produto 2180;capa para celular 2180;279.89;22;5;5
2181;Produto 2181;capa para celular 2181;942.31;389;8;3
2182;Produto 2182;capa para celular 2182;497.1;138;2;5
2183;Produto 2183;capa para celular 2183;958.82;371;4;3
2184;Produto 2184;capa para celular 2184;543.15;73;10;5
2185;Produto 2185;capa para celular 2185;152.71;447;8;3
2186;Produto 2186;capa para celular 2186;878.52;56;2;5
2187;Produto 2187;capa para celular 2187;161.77;354;7;2
2188;Produto 2188;capa para celular 2188;861.13;221;3;1
2189;Produto 2189;capa para celular 2189;734.33;13;5;1
2190;Produto 2190;capa para celular 2190;937.8;392;9;2
2191;Produto 2191;capa para celular 2191;709.79;391;1;1
2192;Produto 2192;capa para celular 2192;336.64;238;6;3
2193;Produto 2193;capa para celular 2193;121.93;463;9;1
2194;Produto 2194;capa para celular 2194;285.93;483;1;4
2195;Produto 2195;capa para celular 2195;11.72;179;5;1
2196;Produto 2196;capa para celular 2196;655.83;471;6;4
2197;Produto 2197;capa para celular 2197;233.35;163;6;4
2198;Produto 2198;capa para celular 2198;412.16;347;10;5
2199;Produto 2199;capa para celular 2199;583.22;429;9;2
2200;Produto 2200;capa para celular 2200;797.97;154;10;5
2201;Produto 2201;capa para celular 2201;444.45;107;6;1
2202;Produto 2202;capa para celular 2202;623.52;395;3;1
2203;Produto 2203;capa para celular 2203;13.25;33;4;2
2204;Produto 2204;capa para celular 2204;225.4;261;4;3
2205;Produto 2205;capa para celular 2205;213.56;459;6;3
2206;Produto 2206;capa para celular 2206;673.34;356;1;2
2207;Produto 2207;capa para celular 2207;313.55;153;4;3
2208;Produto 2208;capa para celular 2208;169.85;500;10;5
2209;Produto 2209;capa para celular 2209;445.1;41;9;1
2210;Produto 2210;capa para celular 2210;26.64;454;4;3
2211;Produto 2211;capa para celular 2211;223.46;134;9;4
2212;Produto 2212;capa para celular 2212;519.19;152;7;3
2213;Produto 2213;capa para celular 2213;675.36;106;10;1
2214;Produto 2214;capa para celular 2214;382.32;221;1;5
2215;Produto 2215;capa para celular 2215;746.93;381;3;1
2216;Produto 2216;capa para celular 2216;763.4;269;8;1
2217;Produto 2217;capa para celular 2217;405.91;400;6;2
2218;Produto 2218;capa para celular 2218;153.01;204;7;4
2219;Produto 2219;capa para celular 2219;742.51;463;9;2
2220;Produto 2220;capa para celular 2220;576.41;482;7;2
2221;Produto 2221;capa para celular 2221;714.29;386;7;3
2222;Produto 2222;capa para celular 2222;904.04;427;3;5
2223;Produto 2223;capa para celular 2223;820.7;99;7;3
2224;Produto 2224;capa para celular 2224;335.85;387;1;5
2225;Produto 2225;capa para celular 2225;203.05;71;7;1
2226;Produto 2226;capa para celular 2226;460.21;333;6;3
2227;Produto 2227;capa para celular 2227;881.64;197;3;4
2228;Produto 2228;capa para celular 2228;526.14;313;1;4
2229;Produto 2229;capa para celular 2229;539.19;26;9;4
2230;Produto 2230;capa para celular 2230;80.1;255;5;5
2231;Produto 2231;capa para celular 2231;400.53;120;4;5
2232;Produto 2232;capa para celular 2232;620.29;156;6;4
2233;Produto 2233;capa para celular 2233;257.15;398;1;3
2234;Produto 2234;capa para celular 2234;982.01;338;4;1
2235;Produto 2235;capa para celular 2235;374.84;484;6;1
2236;Produto 2236;capa para celular 2236;739.36;140;3;5
2237;Produto 2237;capa para celular 2237;52.35;381;9;5
2238;Produto 2238;capa para celular 2238;333.15;123;9;3
2239;Produto 2239;capa para celular 2239;663.79;130;10;2
2240;Produto 2240;capa para celular 2240;887.8;322;2;2
2241;Produto 2241;capa para celular 2241;987.46;376;1;4
2242;Produto 2242;capa para celular 2242;383.93;26;6;4
2243;Produto 2243;capa para celular 2243;673.16;146;1;2
2244;Produto 2244;capa para celular 2244;218.64;51;8;3
2245;Produto 2245;capa para celular 2245;218.58;335;2;2
2246;Produto 2246;capa para celular 2246;48.22;192;4;1
2247;Produto 2247;capa para celular 2247;314.52;52;7;2
2248;Produto 2248;capa para celular 2248;384.62;373;8;4
2249;Produto 2249;capa para celular 2249;789.3;46;9;3
2250;Produto 2250;capa para celular 2250;123.86;284;10;2
2251;Produto 2251;capa para celular 2251;821.32;288;4;3
2252;Produto 2252;capa para celular 2252;425.48;10;10;4
2253;Produto 2253;capa para celular 2253;861.77;142;1;5
2254;Produto 2254;capa para celular 2254;744.48;54;8;4
2255;Produto 2255;capa para celular 2255;46.49;45;5;5
2256;Produto 2256;capa para celular 2256;536.94;436;8;1
2257;Produto 2257;capa para celular 2257;205.26;251;1;2
2258;Produto 2258;capa para celular 2258;969.39;238;1;4
2259;Produto 2259;capa para celular 2259;724.7;256;6;5
2260;Produto 2260;capa para celular 2260;22.08;421;7;5
2261;Produto 2261;capa para celular 2261;32.72;10;2;4
2262;Produto 2262;capa para celular 2262;174.29;354;3;1
2263;Produto 2263;capa para celular 2263;602.41;144;10;3
2264;Produto 2264;capa para celular 2264;769.9;261;8;5
2265;Produto 2265;capa para celular 2265;469.02;220;10;4
2266;Produto 2266;capa para celular 2266;602.27;382;4;3
2267;Produto 2267;capa para celular 2267;445.61;391;3;4
2268;Produto 2268;capa para celular 2268;18.69;147;4;5
2269;Produto 2269;capa para celular 2269;29.26;390;8;1
2270;Produto 2270;capa para celular 2270;851.46;347;1;1
2271;Produto 2271;capa para celular 2271;327.61;303;8;1
2272;Produto 2272;capa para celular 2272;843.74;169;3;1
2273;Produto 2273;capa para celular 2273;679.53;115;1;1
2274;Produto 2274;capa para celular 2274;292.57;133;8;2
2275;Produto 2275;capa para celular 2275;184.26;307;7;5
2276;Produto 2276;capa para celular 2276;577.56;427;7;3
2277;Produto 2277;capa para celular 2277;756.1;111;4;1
2278;Produto 2278;capa para celular 2278;225.35;311;9;4
2279;Produto 2279;capa para celular 2279;521.19;174;2;4
2280;Produto 2280;capa para celular 2280;719.82;239;1;5
2281;Produto 2281;capa para celular 2281;258.48;220;7;3
2282;Produto 2282;capa para celular 2282;572.15;313;6;1
2283;Produto 2283;capa para celular 2283;532.08;34;7;5
2284;Produto 2284;capa para celular 2284;297.35;284;8;4
2285;Produto 2285;capa para celular 2285;777.53;319;4;4
2286;Produto 2286;capa para celular 2286;462.31;481;8;1
2287;Produto 2287;capa para celular 2287;838.18;481;1;5
2288;Produto 2288;capa para celular 2288;587.42;485;1;1
2289;Produto 2289;capa para celular 2289;833.44;319;3;3
2290;Produto 2290;capa para celular 2290;892.58;358;10;1
2291;Produto 2291;capa para celular 2291;24.07;224;3;4
2292;Produto 2292;capa para celular 2292;146.96;48;6;2
2293;Produto 2293;capa para celular 2293;710.02;482;8;3
2294;Produto 2294;capa para celular 2294;171.52;470;5;1
2295;Produto 2295;capa para celular 2295;927.8;153;4;5
2296;Produto 2296;capa para celular 2296;326.45;150;7;5
2297;Produto 2297;capa para celular 2297;537.9;238;4;5
2298;Produto 2298;capa para celular 2298;158.18;477;1;5
2299;Produto 2299;capa para celular 2299;967.07;410;7;3
2300;Produto 2300;capa para celular 2300;512.38;167;9;3
2301;Produto 2301;capa para celular 2301;234.01;156;10;1
2302;Produto 2302;capa para celular 2302;360.39;69;3;1
2303;Produto 2303;capa para celular 2303;578.1;169;10;4
2304;Produto 2304;capa para celular 2304;212.28;200;5;5
2305;Produto 2305;capa para celular 2305;934.33;227;3;2
2306;Produto 2306;capa para celular 2306;649.09;99;7;1
2307;Produto 2307;capa para celular 2307;182.68;271;9;2
2308;Produto 2308;capa para celular 2308;393.61;311;8;4
2309;Produto 2309;capa para celular 2309;435.15;73;2;3
2310;Produto 2310;capa para celular 2310;823.56;371;3;1
2311;Produto 2311;capa para celular 2311;183.84;368;5;3
2312;Produto 2312;capa para celular 2312;663.38;103;1;5
2313;Produto 2313;capa para celular 2313;73.72;381;8;1
2314;Produto 2314;capa para celular 2314;866.78;223;3;4
2315;Produto 2315;capa para celular 2315;767.55;203;5;4
2316;Produto 2316;capa para celular 2316;293.61;193;5;1
2317;Produto 2317;capa para celular 2317;360.46;475;8;2
2318;Produto 2318;capa para celular 2318;509.48;432;4;4
2319;Produto 2319;capa para celular 2319;319.6;28;2;1
2320;Produto 2320;capa para celular 2320;484.77;30;1;4
2321;Produto 2321;capa para celular 2321;826.11;459;10;1
2322;Produto 2322;capa para celular 2322;756.06;10;7;1
2323;Produto 2323;capa para celular 2323;69.87;419;2;3
2324;Produto 2324;capa para celular 2324;231.84;166;4;4
2325;Produto 2325;capa para celular 2325;201.0;164;10;4
2326;Produto 2326;capa para celular 2326;822.34;182;6;4
2327;Produto 2327;capa para celular 2327;200.48;107;5;3
2328;Produto 2328;capa para celular 2328;619.64;119;9;4
2329;Produto 2329;capa para celular 2329;894.4;157;6;3
2330;Produto 2330;capa para celular 2330;619.54;277;1;2
2331;Produto 2331;capa para celular 2331;681.88;238;10;1
2332;Produto 2332;capa para celular 2332;848.79;198;5;3
2333;Produto 2333;capa para celular 2333;78.8;271;2;4
2334;Produto 2334;capa para celular 2334;492.36;34;10;2
2335;Produto 2335;capa para celular 2335;813.06;12;8;4
2336;Produto 2336;capa para celular 2336;792.68;299;7;1
2337;Produto 2337;capa para celular 2337;465.36;377;8;3
2338;Produto 2338;capa para celular 2338;793.02;490;7;1
2339;Produto 2339;capa para celular 2339;19.04;125;1;2
2340;Produto 2340;capa para celular 2340;540.69;312;8;4
2341;Produto 2341;capa para celular 2341;320.62;487;3;4
2342;Produto 2342;capa para celular 2342;869.86;127;5;5
2343;Produto 2343;capa para celular 2343;526.74;429;9;5
2344;Produto 2344;capa para celular 2344;501.3;102;2;1
2345;Produto 2345;capa para celular 2345;560.22;354;3;4
2346;Produto 2346;capa para celular 2346;133.02;75;9;4
2347;Produto 2347;capa para celular 2347;320.81;356;2;3
2348;Produto 2348;capa para celular 2348;24.11;422;4;2
2349;Produto 2349;capa para celular 2349;318.3;23;10;3
2350;Produto 2350;capa para celular 2350;868.04;415;1;2
2351;Produto 2351;capa para celular 2351;395.28;472;2;4
2352;Produto 2352;capa para celular 2352;730.49;354;9;5
2353;Produto 2353;capa para celular 2353;301.89;376;2;4
2354;Produto 2354;capa para celular 2354;397.79;406;9;1
2355;Produto 2355;capa para celular 2355;655.78;106;1;1
2356;Produto 2356;capa para celular 2356;909.7;400;1;2
2357;Produto 2357;capa para celular 2357;138.3;303;1;2
2358;Produto 2358;capa para celular 2358;725.53;127;5;1
2359;Produto 2359;capa para celular 2359;980.85;185;4;4
2360;Produto 2360;capa para celular 2360;478.32;329;2;5
2361;Produto 2361;capa para celular 2361;988.07;266;2;4
2362;Produto 2362;capa para celular 2362;657.64;10;2;4
2363;Produto 2363;capa para celular 2363;832.56;450;7;1
2364;Produto 2364;capa para celular 2364;521.41;315;2;1
2365;Produto 2365;capa para celular 2365;947.4;338;4;4
2366;Produto 2366;capa para celular 2366;679.48;464;7;3
2367;Produto 2367;capa para celular 2367;118.12;93;4;4
2368;Produto 2368;capa para celular 2368;697.08;296;2;4
2369;Produto 2369;capa para celular 2369;687.27;269;4;1
2370;Produto 2370;capa para celular 2370;54.13;185;1;5
2371;Produto 2371;capa para celular 2371;15.67;167;8;5
2372;Produto 2372;capa para celular 2372;716.39;446;3;3
2373;Produto 2373;capa para celular 2373;54.29;355;9;5
2374;Produto 2374;capa para celular 2374;845.07;469;1;2
2375;Produto 2375;capa para celular 2375;990.23;453;4;2
2376;Produto 2376;capa para celular 2376;98.95;302;5;4
2377;Produto 2377;capa para celular 2377;23.66;186;3;2
2378;Produto 2378;capa para celular 2378;717.96;356;7;1
2379;Produto 2379;capa para celular 2379;654.59;59;2;1
2380;Produto 2380;capa para celular 2380;212.97;317;10;3
2381;Produto 2381;capa para celular 2381;605.45;233;7;4
2382;Produto 2382;capa para celular 2382;218.5;343;10;1
2383;Produto 2383;capa para celular 2383;900.13;442;6;3
2384;Produto 2384;capa para celular 2384;863.21;312;1;2
2385;Produto 2385;capa para celular 2385;108.34;305;3;5
2386;Produto 2386;capa para celular 2386;24.29;309;8;4
2387;Produto 2387;capa para celular 2387;283.42;229;4;4
2388;Produto 2388;capa para celular 2388;388.57;346;9;3
2389;Produto 2389;capa para celular 2389;446.1;253;2;4
2390;Produto 2390;capa para celular 2390;674.18;17;10;3
2391;Produto 2391;capa para celular 2391;875.39;428;3;3
2392;Produto 2392;capa para celular 2392;129.11;312;4;2
2393;Produto 2393;capa para celular 2393;671.43;163;7;5
2394;Produto 2394;capa para celular 2394;624.08;330;3;1
2395;Produto 2395;capa para celular 2395;441.98;260;2;2
2396;Produto 2396;capa para celular 2396;53.02;241;2;1
2397;Produto 2397;capa para celular 2397;472.37;31;3;4
2398;Produto 2398;capa para celular 2398;790.15;286;7;5
2399;Produto 2399;capa para celular 2399;826.14;343;8;5
2400;Produto 2400;capa para celular 2400;379.86;165;9;5
2401;Produto 2401;capa para celular 2401;808.9;445;8;1
2402;Produto 2402;capa para celular 2402;401.72;267;2;2
2403;Produto 2403;capa para celular 2403;995.27;221;7;1
